"Name","Site","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","climstanm","upedonid","pedlabsampnum"
"New Crescent Lake",660,"Oregon","SNOTEL","Klamath",4910,43.51185,-121.97982,"170703020205",NA,NA,NA
"New Fork Lake",661,"Wyoming","SNOTEL","Sublette",8340,43.11265,-109.94947,"140401020201",NA,NA,NA
"Nez Perce Camp",662,"Montana","SNOTEL","Ravalli",5650,45.73107,-114.48075,"170102050204",NA,NA,NA
"Niwot",663,"Colorado","SNOTEL","Boulder",9910,40.03523,-105.54426,"101900050401",NA,NA,NA
"Noisy Basin",664,"Montana","SNOTEL","Flathead",6040,48.15678,-113.94637,"170102080208",NA,NA,NA
"North Costilla",665,"New Mexico","SNOTEL","Taos",10600,36.99378,-105.25963,"130201010101",NA,NA,NA
"North Fork",666,"Oregon","SNOTEL","Multnomah",3060,45.5505,-122.00283,"170800010503",NA,NA,NA
"North Fork Jocko",667,"Montana","SNOTEL","Missoula",6330,47.2726,-113.75617,"170102120702",NA,NA,NA
"North French Creek",668,"Wyoming","SNOTEL","Carbon",10130,41.3308,-106.37555,"101800020502",NA,NA,NA
"North Issaquena",2087,"Mississippi","SCAN","Issaquena",112,32.9972,-91.05993,"080302090304","North Issaquena","S2004MS055001","04N0797"
"North Lost Trail",669,"Colorado","SNOTEL","Gunnison",9200,39.07813,-107.14389,"140100040703",NA,NA,NA
"North Rapid Creek",920,"South Dakota","SNOTEL","Lawrence",6130,44.20617,-103.78758,"101201100101",NA,NA,NA
"Northeast Entrance",670,"Montana","SNOTEL","Yellowstone National Park",7350,45.00565,-110.01406,"100700010602",NA,NA,NA
"Nuka Glacier",1037,"Alaska","SNOTEL","Kenai Peninsula",1250,59.69867,-150.70967,"190203011101",NA,NA,NA
"Nunn #1",2017,"Colorado","SCAN","Weld",5900,40.86667,-104.73333,"101900080301","Nunn #1","91CO123003","91P0867"
"Nutrioso",1127,"Arizona","SNOTEL","Apache",8500,33.89747,-109.15517,"150400040301",NA,NA,NA
"ONeil Creek",1272,"Nevada","SNOTEL","Elko",6520,41.8642,-115.08316,"170402130106",NA,NA,NA
"Oak Creek",1146,"Utah","SNOTEL","Millard",7850,39.3485,-112.32639,"160300051505","Oak Creek","S2012UT027001","13N57548"
"Ochoco Meadows",671,"Oregon","SNOTEL","Crook",5430,44.42917,-120.3311,"170703050201",NA,NA,NA
"Olallie Meadows",672,"Washington","SNOTEL","King",4030,47.37406,-121.44213,"171100100301",NA,NA,NA
"Old Battle",673,"Wyoming","SNOTEL","Carbon",10000,41.15397,-106.96937,"101800020901",NA,NA,NA
"Onion Park",1008,"Montana","SNOTEL","Meagher",7410,46.91348,-110.8536,"100301030801",NA,NA,NA
"Onward",2033,"Mississippi","SCAN","Sharkey",100,32.75,-90.93333,"080302090605","Onward","99MS125003","99P0646"
"Orchard Range Site",674,"Idaho","SCAN","Ada",3200,43.32268,-115.99643,"170501010901",NA,NA,NA
"Overland Res.",675,"Colorado","SNOTEL","Delta",9840,39.09056,-107.63472,"140200040101",NA,NA,NA
"Owl Creek",676,"Wyoming","SNOTEL","Hot Springs",8975,43.65868,-109.00988,"100800070103",NA,NA,NA
"Oxford Spring",677,"Idaho","SNOTEL","Oneida",6740,42.26015,-112.12515,"160102040206",NA,NA,NA
"Palo",1170,"New Mexico","SNOTEL","Taos",9350,36.40848,-105.33063,"130201010601",NA,NA,NA
"Panguitch",2157,"Utah","SCAN","Garfield",6534,37.86975,-112.43437,"160300010502","Panguitch","S2009UT017001","09N1049"
"Panguitch Lake RS",1148,"Utah","SNOTEL","Garfield",8350,37.70463,-112.65037,"160300010402","Panguitch Lake","S2014UT017001","15N0470"
"Paradise",679,"Washington","SNOTEL","Pierce",5130,46.78265,-121.74765,"171100150104",NA,NA,NA
"Pargon Creek",986,"Alaska","SNOTEL","Nome",100,64.9935,-163.10317,"190501040905",NA,NA,NA
"Park Cone",680,"Colorado","SNOTEL","Gunnison",9600,38.81996,-106.58974,"140200010107",NA,NA,NA
"Park Creek Ridge",681,"Washington","SNOTEL","Chelan",4600,48.44488,-120.91551,"170200090106",NA,NA,NA
"Park Reservoir",682,"Colorado","SNOTEL","Delta",9960,39.04644,-107.87414,"140200050111",NA,NA,NA
"Park Valley",2153,"Utah","SCAN","Box Elder",5098,41.77318,-113.28596,"160203081407","Park Valley","S2009UT003002","10N0498"
"Parker Peak",683,"Wyoming","SNOTEL","Park",9400,44.73396,-109.91484,"100700010502",NA,NA,NA
"Parleys Summit",684,"Utah","SNOTEL","Summit",7585,40.76184,-111.62917,"160201020103",NA,NA,NA
"Parleys Upper",856,"Utah","SNOTEL","Salt Lake",8353,40.70194,-111.60619,"160202040302",NA,NA,NA
"Parrish Creek",971,"Utah","SNOTEL","Davis",7740,40.93417,-111.81372,"160201020501",NA,NA,NA
"Payson R.S.",686,"Utah","SNOTEL","Utah",8044,39.92976,-111.63109,"160202020601",NA,NA,NA
"Peavine Ridge",687,"Oregon","SNOTEL","Clackamas",3420,45.04148,-121.93252,"170900110306",NA,NA,NA
"Pee Dee",2037,"South Carolina","SCAN","Darlington",120,34.3,-79.73333,"030402010809",NA,NA,NA
"Pepper Creek",1104,"Washington","SNOTEL","Skamania",2140,46.10242,-121.95555,"170800020111",NA,NA,NA
"Perdido Riv Farms",2181,"Alabama","SCAN","Escambia",299,31.10923,-87.55277,"031401060101","Perdido Riv Farms","S2006AL053001","S06AL-053-1"
"Perthshire",2046,"Mississippi","SCAN","Bolivar",200,33.96667,-90.9,"080302071101","Perthshire","S02MS-011-001","02N0382"
"Peterson Meadows",930,"Montana","SNOTEL","Granite",7200,46.12588,-113.30792,"170102020101",NA,NA,NA
"Phantom Valley",688,"Colorado","SNOTEL","Grand",9030,40.39937,-105.84757,"140100010302",NA,NA,NA
"Phillips Bench",689,"Wyoming","SNOTEL","Teton",8200,43.51687,-110.91258,"170401030504",NA,NA,NA
"Phillipsburg",2093,"Kansas","SCAN","Phillips",1986,39.78638,-99.32953,"102600120103","Phillipsburg","04KS147001","04N0875"
"Pickfoot Creek",690,"Montana","SNOTEL","Meagher",6650,46.57978,-111.26832,"100301030501",NA,NA,NA
"Pickle Keg",691,"Utah","SNOTEL","Sevier",9020,39.01219,-111.58259,"160300030402",NA,NA,NA
"Pierce R.S.",1142,"Idaho","SNOTEL","Clearwater",3080,46.49597,-115.7957,"170603060401",NA,NA,NA
"Pigtail Peak",692,"Washington","SNOTEL","Yakima",5800,46.62153,-121.38643,"170300020301",NA,NA,NA
"Pike Creek",693,"Montana","SNOTEL","Pondera",5930,48.30305,-113.32868,"100302010103",NA,NA,NA
"Pine Creek",694,"Utah","SNOTEL","Millard",8734,38.88185,-112.24915,"160300051307",NA,NA,NA
"Pine Creek Pass",695,"Idaho","SNOTEL","Teton",6720,43.56998,-111.21157,"170402040101",NA,NA,NA
"Pine Nut",2144,"Nevada","SCAN","Clark",6780,36.57285,-115.20422,"150100150202","Pine Nut","S08NV003003","08N0497"
"Pinto Rock",1263,"Washington","SNOTEL","Skamania",4440,46.32318,-121.94219,"170800040405",NA,NA,NA
"Placer Basin",696,"Montana","SNOTEL","Sweet Grass",8830,45.41905,-110.08844,"100700020701",NA,NA,NA
"Pocket Creek",1133,"Wyoming","SNOTEL","Sublette",9360,42.7121,-109.4112,"140401020505",NA,NA,NA
"Poison Flat",697,"California","SNOTEL","Alpine",7736,38.50576,-119.62624,"160502010102",NA,NA,NA
"Pole Canyon",1244,"Nevada","SNOTEL","Elko",7760,40.86293,-115.12067,"160600071101","Pole Canyon","S2013NV007903","14N0338"
"Pole Creek R.S.",698,"Nevada","SNOTEL","Elko",8360,41.87255,-115.24713,"170501021002",NA,NA,NA
"Poorman Creek",932,"Montana","SNOTEL","Lincoln",5100,48.12672,-115.62333,"170101011301",NA,NA,NA
"Pope Ridge",699,"Washington","SNOTEL","Chelan",3590,47.9909,-120.56622,"170200100204",NA,NA,NA
"Porcupine",700,"Montana","SNOTEL","Park",6500,46.11192,-110.4696,"100700030303",NA,NA,NA
"Porphyry Creek",701,"Colorado","SNOTEL","Gunnison",10760,38.48884,-106.33965,"140200030105",NA,NA,NA
"Port Graham",987,"Alaska","SNOTEL","Kenai Peninsula",300,59.35065,-151.84768,"190203011208",NA,NA,NA
"Porter Canyon",2170,"Nevada","SNOTEL","Lander",7187,39.46544,-117.62069,"160600020102","Porter Canyon","S2009NV027001","10N0150"
"Potato Hill",702,"Washington","SNOTEL","Yakima",4510,46.34963,-121.51435,"170800040303",NA,NA,NA
"Powder Mill",2049,"Maryland","SCAN","Prince George'S",105,39.01667,-76.85,"020700100203","Powder Mill","S2002MD033006","02N0086"
"Powder River Pass",703,"Wyoming","SNOTEL","Johnson",9480,44.16188,-107.12622,"100800080304",NA,NA,NA
"Powell Gardens",2061,"Missouri","SCAN","Johnson",960,38.86667,-94.03333,"103001040102","Powell Gardens","S2002MO101001","02N0199"
"Prairie",704,"Idaho","SNOTEL","Elmore",4800,43.50513,-115.573,"170501131103",NA,NA,NA
"Prairie View #1",2016,"Texas","SCAN","Waller",270,30.08333,-95.98333,"120401020101","Prairie View #1","92TX473001","92P0701"
"Price",2132,"Utah","SCAN","Carbon",5637,39.53288,-110.80604,"140600070603","Price","S07UT007001","07N0492"
"Princeton #1",2005,"Kentucky","SCAN","Caldwell",615,37.1,-87.83333,"051402050301","Princeton #1","1991KY033002","92P0197"
"Promontory",705,"Arizona","SNOTEL","Coconino",7930,34.36824,-111.01084,"150200080306",NA,NA,NA
"Prudhoe Bay",1177,"Alaska","SNOTEL","North Slope",30,70.26666,-148.56666,"190604010102",NA,NA,NA
"Pua Akala",2098,"Hawaii","SCAN","Hawaii",6394,19.79264,-155.33183,"200100000405","Pua Akala","S05HI001003","05N0575"
"Quartz Mountain",706,"Oregon","SNOTEL","Lake",5720,42.31923,-120.82533,"180102020404",NA,NA,NA
"Quartz Peak",707,"Washington","SNOTEL","Spokane",4700,47.87927,-117.08938,"170103080302",NA,NA,NA
"Quemazon",708,"New Mexico","SNOTEL","Los Alamos",9500,35.92244,-106.39203,"130201011303",NA,NA,NA
"Rabbit Ears",709,"Colorado","SNOTEL","Routt",9400,40.36783,-106.74038,"140500010402",NA,NA,NA
"Ragged Mountain",1081,"Idaho","SNOTEL","Kootenai",4210,47.85583,-117.03667,"170103050302",NA,NA,NA
"Railroad Overpass",710,"Oregon","SNOTEL","Lane",2680,43.65887,-122.21272,"170900010302",NA,NA,NA
"Rainbow Canyon",1110,"Nevada","SNOTEL","Clark",7860,36.2493,-115.62972,"150100150301","Rainbow Canyon","S09NV003005","10N0513"
"Rainy Pass",711,"Washington","SNOTEL","Chelan",4890,48.51865,-120.7358,"171100050503",NA,NA,NA
"Rawah",1032,"Colorado","SNOTEL","Jackson",9020,40.7075,-106.0076,"101800010603",NA,NA,NA
"Red Hill",712,"Oregon","SNOTEL","Hood River",4410,45.4643,-121.70428,"170701050505",NA,NA,NA
"Red Mountain Pass",713,"Colorado","SNOTEL","San Juan",11200,37.8918,-107.71342,"140801040103",NA,NA,NA
"Red Pine Ridge",714,"Utah","SNOTEL","Emery",8988,39.45197,-111.27221,"140600090202",NA,NA,NA
"Red River Pass #2",715,"New Mexico","SNOTEL","Colfax",9850,36.69925,-105.34125,"130201010301",NA,NA,NA
"Redden Mine Lwr",1225,"Utah","SNOTEL","Summit",8532,40.67505,-111.21765,"160201010103","Redden Mine LWR","S2012UT043001","13N57559"
"Redden Mine Lwr",1225,"Utah","SNOTEL","Summit",8532,40.67505,-111.21765,"160201010103","Redden Mine LWR","S2012UT043001","13N57559"
"Rees Flat",1217,"Utah","SNOTEL","Juab",7206,39.49667,-111.72508,"160300050202","Rees Flat","S2012UT023001","13N57547"
"Reese Center",2104,"Texas","SCAN","Lubbock",3333,33.61536,-102.03869,"120500011203","Reese Center","S2004TX303001","04N0396"
"Reno Hill",716,"Wyoming","SNOTEL","Natrona",8400,42.57111,-106.08889,"101800070901",NA,NA,NA
"Rex River",911,"Washington","SNOTEL","King",3810,47.30218,-121.60475,"171100120102",NA,NA,NA
"Reynolds Creek",2029,"Idaho","SNOTEL","Owyhee",5600,43.28863,-116.8431,"170501030604",NA,NA,NA
"Reynolds Homestead",2089,"Virginia","SCAN","Patrick",1127,36.63333,-80.13333,"030101030407",NA,NA,NA
"Rice Park",933,"New Mexico","SNOTEL","Cibola",8460,35.23333,-108.26667,"130202070203",NA,NA,NA
"Riesel",2199,"Texas","SCAN","Falls",539,31.47907,-96.88162,"120701010206",NA,NA,NA
"Rio Santa Barbara",1254,"New Mexico","SNOTEL","Taos",10664,36.07192,-105.62947,"130201010905",NA,NA,NA
"Ripple Creek",717,"Colorado","SNOTEL","Rio Blanco",10340,40.10812,-107.29411,"140500050102",NA,NA,NA
"River Road Farms",2182,"Alabama","SCAN","Houston",107,31.01912,-85.03693,"031300040801",NA,NA,NA
"Roach",718,"Colorado","SNOTEL","Larimer",9700,40.87502,-106.04603,"101800100106",NA,NA,NA
"Roaring River",719,"Oregon","SNOTEL","Lane",4950,43.90098,-122.03063,"170900040302",NA,NA,NA
"Rock Creek",720,"Utah","SNOTEL","Duchesne",7886,40.54875,-110.69292,"140600030304",NA,NA,NA
"Rock Springs",721,"Oregon","SNOTEL","Grant",5290,44.00883,-118.83842,"170501160204",NA,NA,NA
"Rock Springs Pa",2036,"Pennsylvania","SCAN","Centre",1220,40.71667,-77.93333,"020503020404","Rock Springs Pa","99PA027095","99P0505"
"Rocker Peak",722,"Montana","SNOTEL","Jefferson",8000,46.35613,-112.26176,"100200060302",NA,NA,NA
"Rocky Basin-Settleme",723,"Utah","SNOTEL","Tooele",8704,40.44293,-112.22377,"160203040401",NA,NA,NA
"Rocky Boy",917,"Montana","SNOTEL","Hill",4700,48.17478,-109.64728,"100500040101",NA,NA,NA
"Rocky Point",973,"Alaska","SNOTEL","Nome",250,64.53482,-163.4214,"190501041103",NA,NA,NA
"Rogers Farm #1",2001,"Nebraska","SCAN","Lancaster",1215,40.85,-96.46667,"102002030905","Rogers Farm #1","91NE109001","92P0204"
"Rough And Tumble",939,"Colorado","SNOTEL","Park",10360,39.03333,-106.08333,"101900010202",NA,NA,NA
"Rubicon #2",724,"California","SNOTEL","El Dorado",7619,38.99927,-120.13139,"160501010402",NA,NA,NA
"Ruby",2229,"Nevada","SCAN","Elko",6000,40.64206,-115.22531,"160600071103",NA,NA,NA
"S Fork Shields",725,"Montana","SNOTEL","Park",8100,46.0896,-110.43363,"100700030301",NA,NA,NA
"Sacajawea",929,"Montana","SNOTEL","Gallatin",6550,45.87395,-110.92783,"100700030403",NA,NA,NA
"Saddle Mountain",726,"Oregon","SNOTEL","Washington",3110,45.54477,-123.37315,"170900100201",NA,NA,NA
"Saddle Mtn.",727,"Montana","SNOTEL","Beaverhead",7940,45.69259,-113.96828,"170102050502",NA,NA,NA
"Sage Creek Basin",1015,"Wyoming","SNOTEL","Carbon",7850,41.401,-107.25717,"101800020802",NA,NA,NA
"Sagwon",1183,"Alaska","SNOTEL","North Slope",1000,69.42417,-148.6925,"190604010905",NA,NA,NA
"Saint Elmo",1100,"Colorado","SNOTEL","Chaffee",10540,38.69978,-106.36801,"110200010501",NA,NA,NA
"Salmon Meadows",728,"Washington","SNOTEL","Okanogan",4460,48.65518,-119.8383,"170200062003",NA,NA,NA
"Salt Creek Falls",729,"Oregon","SNOTEL","Lane",4220,43.61193,-122.11758,"170900010301",NA,NA,NA
"Salt River Summit",730,"Wyoming","SNOTEL","Lincoln",7640,42.5075,-110.9099,"170401050101",NA,NA,NA
"San Angelo",2200,"Texas","SCAN","Tom Green",1970,31.5496,-100.50748,"120901040509",NA,NA,NA
"San Antonio Sink",1172,"New Mexico","SNOTEL","Rio Arriba",9100,36.8622,-106.22502,"130100050301",NA,NA,NA
"Sand Hollow",2159,"Utah","SCAN","Washington",3088,37.10516,-113.35615,"150100080907","Sand Hollow","S2009UT053001","10N0508"
"Sand Lake",731,"Wyoming","SNOTEL","Carbon",10050,41.46257,-106.28107,"101800040101",NA,NA,NA
"Sandstone RS",732,"Wyoming","SNOTEL","Carbon",8150,41.11172,-107.1706,"140500030208",NA,NA,NA
"Sandy Ridge",2109,"Mississippi","SCAN","Sunflower",138,33.65911,-90.57297,"080302070406","Sandy Ridge","S2005MS133001","05N0873"
"Santa Fe",922,"New Mexico","SNOTEL","Santa Fe",11445,35.76694,-105.78333,"130202010102",NA,NA,NA
"Santaquin Meadows",1280,"Utah","SNOTEL","Utah",7835,39.92076,-111.71802,"160202010301",NA,NA,NA
"Santiam Jct.",733,"Oregon","SNOTEL","Linn",3740,44.43503,-121.94502,"170900040201",NA,NA,NA
"Sargents Mesa",1128,"Colorado","SNOTEL","Saguache",11530,38.28555,-106.37069,"130100040306",NA,NA,NA
"Sasse Ridge",734,"Washington","SNOTEL","Kittitas",4340,47.38485,-121.06323,"170300010104",NA,NA,NA
"Satus Pass",1231,"Washington","SNOTEL","Klickitat",3960,45.98797,-120.67734,"170701060301",NA,NA,NA
"Savage Pass",735,"Idaho","SNOTEL","Idaho",6190,46.46633,-114.63333,"170603030208",NA,NA,NA
"Sawmill Ridge",1068,"Washington","SNOTEL","King",4640,47.15992,-121.42172,"171100130104",NA,NA,NA
"Sawtooth",1251,"Colorado","SNOTEL","Boulder",9620,40.13697,-105.58625,"101900050102",NA,NA,NA
"Schell-Osage",2193,"Missouri","SCAN","St. Clair",793,37.9872,-94.0364,"102901050206","Schell-Osage","S2012MO185001","12N8072"
"Schneider Meadows",736,"Oregon","SNOTEL","Baker",5400,45.00107,-117.16522,"170502010603",NA,NA,NA
"Schofield Pass",737,"Colorado","SNOTEL","Gunnison",10700,39.01522,-107.04877,"140100040701",NA,NA,NA
"Schor Garden",2063,"Alaska","SCAN","Kenai Peninsula",393,59.68333,-151.38333,"190203010806",NA,NA,NA
"Schwartz Lake",915,"Idaho","SNOTEL","Lemhi",8630,44.84618,-113.83732,"170602040604",NA,NA,NA
"Schweitzer Basin",738,"Idaho","SNOTEL","Bonner",6090,48.37428,-116.63917,"170102150502",NA,NA,NA
"Scotch Creek",739,"Colorado","SNOTEL","Dolores",9100,37.64556,-108.00786,"140300020204",NA,NA,NA
"Scott",2070,"Mississippi","SCAN","Bolivar",165,33.61667,-91.1,"080302071801","Scott","S05MS-011-001","05N0618"
"Secesh Summit",740,"Idaho","SNOTEL","Valley",6540,45.18848,-115.97152,"170501230101",NA,NA,NA
"Sedgwick Peak",741,"Idaho","SNOTEL","Bannock",7850,42.52497,-111.95635,"170402080209",NA,NA,NA
"Seeley Creek",742,"Utah","SNOTEL","Sanpete",9904,39.31042,-111.43297,"140600090203",NA,NA,NA
"Seine Creek",743,"Oregon","SNOTEL","Washington",2060,45.52688,-123.29857,"170900100203",NA,NA,NA
"Sellers Lake #1",2012,"Florida","SCAN","Lake",75,29.1,-81.63333,"030801011704","Sellers Lake #1","92FL069000","92P0700"
"Selma",2176,"Alabama","SCAN","Dallas",140,32.40392,-86.89137,"031502011205","Selma","S10AL047001","10N1239"
"Senorita Divide #2",744,"New Mexico","SNOTEL","Rio Arriba",8600,36.00198,-106.83348,"130202020102",NA,NA,NA
"Sentinel Butte",1043,"Washington","SNOTEL","Ferry",4680,48.86133,-118.39843,"170200021705",NA,NA,NA
"Sevenmile Marsh",745,"Oregon","SNOTEL","Klamath",5700,42.69825,-122.14165,"180102030104",NA,NA,NA
"Seventysix Creek",746,"Nevada","SNOTEL","Elko",7350,41.73732,-115.47215,"170501020108",NA,NA,NA
"Sevilleta",2171,"New Mexico","SCAN","Socorro",5233,34.35813,-106.69127,"130202030703","Sevilleta","S2010NM053001","10N1337"
"Shadow Mtns",2186,"California","SCAN","San Bernardino",3643,35.46607,-115.7151,"180902031105","Shadow Mtns","S2011CA071004","13N97466"
"Shagbark Hills",2068,"Iowa","SCAN","Woodbury",1400,42.43333,-95.76667,"102300031501","Sharbark Hills","S2002IA193001","02N0274"
"Shanghi Summit",747,"Idaho","SNOTEL","Clearwater",4600,46.56603,-115.74216,"170603060402",NA,NA,NA
"Sharkstooth",1060,"Colorado","SNOTEL","Montezuma",10720,37.50357,-108.11373,"140300020206",NA,NA,NA
"Shaw Nature Reserve",2227,"Missouri","SCAN","Franklin",590,38.47889,-90.80639,"071401020902",NA,NA,NA
"Sheep Canyon",748,"Washington","SNOTEL","Cowlitz",3990,46.19325,-122.25393,"170800050601",NA,NA,NA
"Sheep Mtn.",749,"Idaho","SNOTEL","Bingham",6650,43.2103,-111.68792,"170402050304",NA,NA,NA
"Sheldon",750,"Nevada","SNOTEL","Washoe",5865,41.90435,-119.44464,"171200080106","Sheldon","89NV031003","89P0831"
"Shell Creek",751,"Wyoming","SNOTEL","Big Horn",9580,44.50012,-107.42947,"100800100101",NA,NA,NA
"Shenandoah",2088,"Virginia","SCAN","Augusta",1763,37.91667,-79.2,"020802020402",NA,NA,NA
"Sherwin",752,"Idaho","SNOTEL","Latah",3200,46.95028,-116.33972,"170103040703",NA,NA,NA
"Short Creek",753,"Montana","SNOTEL","Madison",7000,44.97572,-111.95215,"100200030106",NA,NA,NA
"Shower Falls",754,"Montana","SNOTEL","Gallatin",8100,45.40125,-110.95758,"100200081001",NA,NA,NA
"Shuree",1169,"New Mexico","SNOTEL","Colfax",10100,36.78778,-105.23999,"130201010102",NA,NA,NA
"Sidney",2120,"Montana","SCAN","Richland",2274,47.77102,-104.247,"101000042503","Sidney","S06MT083001","07N0157"
"Sierra Blanca",1034,"New Mexico","SNOTEL","Lincoln",10280,33.40472,-105.78722,"130600080103",NA,NA,NA
"Signal Peak",755,"New Mexico","SNOTEL","Grant",8360,32.92401,-108.14538,"150400010803",NA,NA,NA
"Silver City",2086,"Mississippi","SCAN","Humphreys",115,33.0875,-90.51151,"080302071705","Silver City","S2004MS053001","04N0796"
"Silver Creek",756,"Oregon","SNOTEL","Lake",5740,42.95615,-121.18123,"171200050206",NA,NA,NA
"Silver Creek Divide",757,"New Mexico","SNOTEL","Catron",9000,33.37106,-108.70618,"150400040605",NA,NA,NA
"Silver Creek Nv",1205,"Nevada","SNOTEL","White Pine",8200,39.23305,-114.2429,"160203010806","Silver Creek NV","S2014NV033004","15N0487"
"Silver Sword",2101,"Hawaii","SCAN","Hawaii",9324,19.76505,-155.42348,"200100000401","Silver Sword","S2005HI001004","05N0576"
"Silvies",759,"Oregon","SNOTEL","Harney",6990,42.75333,-118.68785,"171200030201",NA,NA,NA
"Skalkaho Summit",760,"Montana","SNOTEL","Granite",7250,46.24212,-113.7725,"170102021003",NA,NA,NA
"Skate Creek",1257,"Washington","SNOTEL","Lewis",3770,46.64336,-121.83044,"170800040505",NA,NA,NA
"Skookum Creek",912,"Washington","SNOTEL","King",3310,47.68433,-121.61007,"171100100503",NA,NA,NA
"Slagamelt Lakes",1286,"Montana","SNOTEL","Beaverhead",8620,45.36526,-113.71834,"100200040308",NA,NA,NA
"Sleeping Woman",783,"Montana","SNOTEL","Sanders",6150,47.17902,-114.33368,"170102120708",NA,NA,NA
"Slug Creek Divide",761,"Idaho","SNOTEL","Caribou",7225,42.56248,-111.29797,"170402070201",NA,NA,NA
"Slumgullion",762,"Colorado","SNOTEL","Hinsdale",11560,37.9908,-107.20327,"140200020502",NA,NA,NA
"Smiley Mountain",926,"Idaho","SNOTEL","Custer",9520,43.72718,-113.83402,"170402180102",NA,NA,NA
"Smith  Morehouse",763,"Utah","SNOTEL","Summit",7631,40.78931,-111.09192,"160201010203",NA,NA,NA
"Smith Ridge",1167,"Oregon","SNOTEL","Linn",3270,44.30325,-122.04053,"170900040203",NA,NA,NA
"Snake River Station",764,"Wyoming","SNOTEL","Teton",6920,44.13361,-110.66917,"170401010402",NA,NA,NA
"Snider Basin",765,"Wyoming","SNOTEL","Sublette",8060,42.4949,-110.53203,"140401010906",NA,NA,NA
"Snow Mountain",767,"Oregon","SNOTEL","Harney",6230,43.94885,-119.54013,"171200020501",NA,NA,NA
"Snowbird",766,"Utah","SNOTEL","Salt Lake",9177,40.56914,-111.65852,"160202040202",NA,NA,NA
"Snowslide Canyon",927,"Arizona","SNOTEL","Coconino",9730,35.3416,-111.65058,"150200160201",NA,NA,NA
"Snowstorm Mtn",1208,"Nevada","SNOTEL","Elko",7403,41.33981,-116.98044,"160401090203","Snowstorm Mountain","S2014NV007043","15N0481"
"Soldier Park",1132,"Wyoming","SNOTEL","Johnson",8720,44.34847,-107.0136,"100902060103",NA,NA,NA
"Soldier R.S.",769,"Idaho","SNOTEL","Camas",5740,43.48407,-114.82692,"170402200303",NA,NA,NA
"Somsen Ranch",770,"Idaho","SNOTEL","Caribou",6800,42.95275,-111.35933,"170402070101",NA,NA,NA
"Sonora Pass",771,"California","SNOTEL","Mono",8770,38.31021,-119.6003,"160503020104",NA,NA,NA
"Sourdough Gulch",985,"Washington","SNOTEL","Asotin",4000,46.23718,-117.39438,"170601030202",NA,NA,NA
"South Brush Creek",772,"Wyoming","SNOTEL","Carbon",8440,41.32943,-106.50248,"101800020303",NA,NA,NA
"South Colony",773,"Colorado","SNOTEL","Custer",10800,37.96811,-105.53787,"110200011206",NA,NA,NA
"South Fork Bull Run",925,"Oregon","SNOTEL","Clackamas",2690,45.44575,-122.03125,"170800010504",NA,NA,NA
"South Mtn.",774,"Idaho","SNOTEL","Owyhee",6500,42.76478,-116.90037,"170501080205",NA,NA,NA
"South Pass",775,"Wyoming","SNOTEL","Fremont",9040,42.57317,-108.84325,"100800030101",NA,NA,NA
"Spencer Meadow",776,"Washington","SNOTEL","Skamania",3400,46.1795,-121.92661,"170800020108",NA,NA,NA
"Spickard",2047,"Missouri","SCAN","Audrain",911,40.25,-93.71667,"102801021004","Spickard","S2002MO079001","02N0175"
"Spirit Lake",777,"Washington","SNOTEL","Skamania",3520,46.26113,-122.1772,"170800050502",NA,NA,NA
"Spirit Lk",1117,"Utah","SNOTEL","Daggett",10235,40.83868,-110.00527,"140401060501","Spirit Lk","S09UT009001","10N0510"
"Split Mountain",2154,"Utah","SCAN","Uintah",4844,40.39136,-109.35326,"140600101102","Split Mountain","S2009UT047002","10N0507"
"Spooky",2158,"Utah","SCAN","Kane",5341,37.51468,-111.26189,"140700050701","Spooky","S2009UT025001","09N1050"
"Spratt Creek",778,"California","SNOTEL","Alpine",6063,38.66627,-119.81741,"160502010107",NA,NA,NA
"Spring Creek",2044,"Alaska","SCAN","Matanuska-Susitna",580,61.65722,-149.12853,"190204020709",NA,NA,NA
"Spring Creek Divide",779,"Wyoming","SNOTEL","Sublette",9000,42.52516,-110.66148,"140401011001",NA,NA,NA
"Spruce Springs",984,"Washington","SNOTEL","Garfield",5700,46.18287,-117.54155,"170601030201",NA,NA,NA
"Spud Mountain",780,"Colorado","SNOTEL","San Juan",10660,37.69866,-107.77715,"140801040202",NA,NA,NA
"Spur Park",781,"Montana","SNOTEL","Judith Basin",8100,46.77962,-110.62165,"100401030301",NA,NA,NA
"Squaw Flat",782,"Idaho","SNOTEL","Adams",6240,44.77091,-116.24805,"170501240401",NA,NA,NA
"Squaw Valley G.C.",784,"California","SNOTEL","Placer",8013,39.18986,-120.26576,"160501020202",NA,NA,NA
"St. Lawrence Alt",786,"Wyoming","SNOTEL","Fremont",8620,43.03313,-109.17025,"100800020105",NA,NA,NA
"Stag Mountain",1203,"Nevada","SNOTEL","Elko",7640,41.408,-115.4464,"170501020101","Stag Mountain","S2014NV007032","15N0479"
"Stahl Peak",787,"Montana","SNOTEL","Lincoln",6030,48.90902,-114.86298,"170101010801",NA,NA,NA
"Stampede Pass",788,"Washington","SNOTEL","King",3850,47.27427,-121.34162,"171100130103",NA,NA,NA
"Stanley Farm",2056,"Alabama","SCAN","Morgan",635,34.43333,-86.68333,"060300020605","Stanley Farm","S2002AL103002","02N0380"
